customer_id,channel,send_time,message,reasoning,chat_log,issue_status,confidence_score,expected_resolution_time
unknown,twitter_dm_reply,2025-07-30T11:06:40.211413,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Pilots, Potter, Pumpkins and Skeletons...oh my! They're all adorable.",resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T10:56:56.888093,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: Check out these tiny trick-or-treaters all dressed up in our . Hey @USER! We have your youngest in training!,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:06:01.811426,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER We're glad you got to kick back and enjoy a show while flying! Thanks for your kind words.,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:17:29.372507,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: Thank you, @USER for playing and for having great flight attendants on my flight back home!",resolved,0.9999999999999999,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:06:47.658685,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Hey, Trevor! Send us a DM, and we'll take a closer look! *KellenF",resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:03:27.102949,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Sweet! I’m still paying on my 7plus but I have a jump. Any way to find out what to do in my situation and how much money I need to put down?,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T10:50:08.268821,"We understand your concern. We sincerely apologize for the frustration. Your experience matters to us, and we're taking immediate action to resolve this.","Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: @USER No sir! You can still preorder at *JoanO,pending_customer_reply,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T10:59:08.942415,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Are pre orders done for the X?,resolved,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T10:59:21.789134,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Go for it Trevor *ErikS,resolved,0.7999999999999999,2.3 hours
unknown,twitter_dm_reply,2025-07-30T10:59:30.972786,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER I have a question.,resolved,0.7999999999999999,2.3 hours
unknown,twitter_dm_reply,2025-07-30T11:17:35.589894,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: Be ready for your next iPhone. Join our iPhone upgrade program for free!,resolved,0.9999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:06:00.210189,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER This is saddening to hear. Please shoot us a DM, so that we can look into this for you. -KC",resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T10:52:56.243228,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Please let people pay higher monthly costs and eliminate the ridiculously high up from cost. It costs more per year than anyone else,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:06:05.753646,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER @USER Thanks for getting that DM sent over - I've got it and am replying now. *RayButler,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:11:09.444280,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: @USER @USER By 'upfront' I hope you don't mean 'upfront fees""! DM sent!",resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T10:13:24.336756,We sincerely apologize. We understand your concern and are here to help. What specific issue can we address for you? We're committed to making this right.,"Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: @USER @USER just called in to switch from AT&amp;T. They wanted $75 to switch 3 phones! I said no way! Inconsistent messaging - shame!,pending_escalation,0.8999999999999999,3.0 hours
unknown,twitter_dm_reply,2025-07-30T11:06:05.847377,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Yay for T-Mobile Tuesdays- lets's get you taken care of! Send a DM my way: *ErikaHoleman,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:07:47.604761,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER trying to redeem a free tuesday code and its not letting me telling me theres an error can i get help with this?,pending_customer_reply,0.5,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:05:03.634601,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Well, we'd be happy to take a look at that and see what's going on, Jenny. DM us, we're here to keep you connected. *JoanO",resolved,0.7,3.0 hours
unknown,twitter_dm_reply,2025-07-30T10:51:31.731103,"We understand your concern. Hi there. We understand this is frustrating, and we're committed to making it right. Let's work together to resolve this issue.",Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: T-Mobile So Bs My Internet Stop Working For 3 Hours,pending_customer_reply,0.7999999999999999,2.5 hours
unknown,twitter_dm_reply,2025-07-30T11:05:40.329836,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Hey we are here and we want to help! If you have any questions feel free to shoot us a DM! *KatGrisham,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T10:31:30.402378,"We understand your concern. We sincerely apologize for the frustration. Your experience matters to us, and we're taking immediate action to resolve this.","Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: No. That opportunity has passed. Bad customer experience @USER &amp; @USER Not going back ever again.,pending_customer_reply,0.7,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:07:46.788119,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Can I have you DM me at: *RobFahl,resolved,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T11:00:06.193721,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER,resolved,0.7999999999999999,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:06:37.247592,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER We want to help you with this great deal! Shoot me a DM here *AngieShaw,resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T10:58:37.726707,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER @USER OK maybe my problem too let me try that resizing.,resolved,0.7,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:05:29.535592,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER You are welcome and thanks for letting us know. If you need anything else we are here for you. *KennethStone,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:06:35.230824,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Got it. One of them resized to 4x4. So instead of alerting me it just wouldn't take the coupon code. I resized it and it worked. Thanks.,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:04:32.797835,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER We want this to work perfectly! Do you have at least 10 photos selected? If not, add another and try. DM w/ any questions! *ChrisBradstreet",resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:03:45.058418,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER @USER The @USER code is not working when applied at checkout. Can you please look into this?,resolved,0.7,3.1 hours
unknown,twitter_dm_reply,2025-07-30T11:06:04.437610,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER If you're unhappy with your experience on this call please contact us on our website: ^CB,resolved,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T10:12:23.443033,We sincerely apologize. We understand your concern and are here to help. What specific issue can we address for you? We're committed to making this right.,"Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.",Customer: @USER so i wait almost 3 hours and then they are rude and arrogant &amp; unhelpful after which she is raising a technical case,pending_escalation,0.7,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:06:37.471657,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER You'd need to contact our Aftersales team on 0344 556 5650 from 8am ^CB,resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:11:47.537060,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER thanks!,resolved,0.7999999999999999,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:00:50.183844,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: @USER hi! i need some help with a booking i need to change, and made a mistake on. who can i contact?",pending_customer_reply,0.5,2.3 hours
unknown,twitter_dm_reply,2025-07-30T11:05:16.943946,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER When amending a ticket the system would show a fare that matches your previous purchase, but this may be higher ^CB",resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T10:56:37.726920,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: Gotta luv @USER finally get 2 call cntr, they tried to charge me £176 for a ticket which can b purchased for £88 online",resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:05:13.334584,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER Yes it does. You need to select the return journey then in the ticket flexibility menu you can select open return ^CB,resolved,0.7,3.0 hours
unknown,twitter_dm_reply,2025-07-30T10:30:38.337310,"We understand your concern. We sincerely apologize for the frustration. Your experience matters to us, and we're taking immediate action to resolve this.","Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Quick response time to address negative sentiment and prevent escalation. Customer frustration detected - prioritizing empathetic, immediate response. Decision based on conversation analysis of 1 messages over 0 minutes.","Customer: @USER Thanks, see it now. Real shame about how poor the new App is though.",pending_escalation,0.6,2.2 hours
unknown,twitter_dm_reply,2025-07-30T10:58:18.549228,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Hi- does the new app have an option to buy an open return?,resolved,0.7999999999999999,2.6 hours
unknown,twitter_dm_reply,2025-07-30T11:05:46.382044,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER Not at this stage sadly, but the some lines will reopen shortly so services will be on the move ^CB",resolved,0.7,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:10:33.727303,Hi! Thanks for reaching out. We're here to help resolve this quickly. Could you share more details about what you're experiencing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER Thanks,resolved,0.7999999999999999,2.2 hours
unknown,twitter_dm_reply,2025-07-30T10:51:16.773967,"We understand your concern. Hi there. We understand this is frustrating, and we're committed to making it right. Let's work together to resolve this issue.",Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER My daughter is on the Euston train stuck just outside Preston. Any timeframes for arrival?,pending_customer_reply,0.7999999999999999,2.8 hours
unknown,twitter_dm_reply,2025-07-30T11:06:19.429611,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: Due to the emergency services dealing with an incident at Preston all lines are closed.,resolved,0.7999999999999999,2.7 hours
unknown,twitter_dm_reply,2025-07-30T11:07:54.708089,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: Some lines will be reopened shortly,resolved,0.7999999999999999,2.4 hours
unknown,twitter_dm_reply,2025-07-30T10:57:54.884971,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.33) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER We are enroute to Preston Now from Euston. Will we have to wait it out?,pending_customer_reply,0.6,2.2 hours
unknown,twitter_dm_reply,2025-07-30T11:07:07.128471,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Support_agent: @USER We don't have that information here I'm afraid Andy ^CB,resolved,0.7999999999999999,2.5 hours
unknown,twitter_dm_reply,2025-07-30T10:56:14.183724,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Customer: @USER What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that.",resolved,0.7,3.0 hours
unknown,twitter_dm_reply,2025-07-30T10:56:56.339430,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,Customer: @USER You gonna magically change your connectivity for me and my whole family ? :lying_face: :hundred_points:,resolved,0.7,2.9 hours
unknown,twitter_dm_reply,2025-07-30T11:05:37.442184,Hello! We've received your message and want to help. Can you provide more information about the issue you're facing?,Twitter reply selected (confidence: 1.00) for quick resolution. Moderate urgency (score: 0.00) and customer's platform preference suggest immediate social media response. Standard response timing based on twitter dm reply best practices. Decision based on conversation analysis of 1 messages over 0 minutes.,"Support_agent: @USER These delays are out of our control, but we do work with Network Rail to try and reduce any problems ^CB",resolved,0.7,2.9 hours
